ID,Name,Age,Marks,Grade
3925,James,22,78.69,D
3926,James,22,83.49,B
3927,Sara,25,68.53,B
3928,David,24,85.94,F
3929,Tom,20,59.64,B
3930,David,21,94.07,D
3931,Alice,18,58.79,C
3932,Emma,24,80.8,D
3933,Mike,20,62.67,F
3934,Alice,18,52.48,A
3935,Alice,21,85.52,D
3936,Sara,19,96.02,D
3937,Rachel,22,96.72,F
3938,David,20,51.02,C
3939,Alice,23,99.91,F
3940,Mike,24,56.53,A
3941,James,25,78.33,D
3942,John,22,65.05,F
3943,John,24,88.92,B
3944,Rachel,24,93.02,C
3945,Sara,25,90.05,D
3946,Alice,22,90.4,A
3947,Tom,21,64.4,C
3948,James,18,78.24,B
3949,Mike,23,98.41,F
3950,Rachel,19,78.14,F
3951,David,25,75.46,B
3952,John,23,94.44,F
3953,Rachel,22,69.88,B
3954,Emma,18,92.6,A
3955,Alice,22,77.91,F
3956,Nina,22,87.86,F
3957,John,21,81.45,F
3958,David,23,92.85,F
3959,Rachel,18,77.97,D
3960,Mike,19,56.44,C
3961,Tom,24,83.94,D
3962,Mike,20,51.01,B
3963,Nina,22,69.16,C
3964,Sara,18,60.76,B
3965,Emma,18,60.26,B
3966,Rachel,18,65.18,C
3967,Alice,23,77.7,B
3968,Mike,20,83.6,C
3969,John,21,70.01,B
3970,John,25,55.63,B
3971,Mike,18,97.43,F
3972,James,24,87.64,F
3973,James,25,69.4,D
3974,Rachel,24,95.86,F
3975,Alice,22,52.31,D
3976,John,19,74.14,A
3977,John,18,85.36,D
3978,John,20,78.77,B
3979,Rachel,21,56.45,B
3980,Sara,19,96.92,D
3981,Alice,22,77.94,D
3982,Tom,19,83.93,B
3983,Nina,20,99.28,B
3984,Alice,19,59.96,F
3985,Nina,25,98.99,D
3986,David,19,93.63,B
3987,Tom,18,98.42,B
3988,David,25,75.74,F
3989,David,25,75.45,D
3990,Mike,20,82.12,B
3991,Sara,21,63.83,D
3992,John,24,88.84,D
3993,Nina,22,95.8,F
3994,Mike,23,79.31,A
3995,Nina,21,90.67,B
3996,James,25,70.93,F
3997,Nina,22,57.61,A
3998,Tom,21,67.18,B
3999,Rachel,23,98.91,D
4000,Mike,24,96.75,C
4001,Emma,21,82.95,B
4002,Tom,21,56.99,C
4003,John,18,73.65,F
4004,Sara,18,50.99,B
4005,John,22,71.57,A
4006,Emma,23,53.46,F
4007,John,20,70.57,D
4008,James,23,94.13,F
4009,Emma,18,88.31,C
4010,Rachel,18,96.2,A
4011,Emma,19,91.69,F
4012,Rachel,25,56.64,A
4013,Tom,19,80.57,B
4014,Nina,22,67.05,C
4015,Sara,23,61.72,B
4016,Sara,24,74.9,C
4017,Mike,25,85.99,D
4018,Alice,19,99.44,B
4019,Nina,21,89.68,F
4020,David,18,57.81,A
4021,Rachel,18,75.25,A
4022,David,20,60.62,A
4023,Emma,19,96.19,B
4024,Alice,24,60.57,F
4025,Nina,21,98.51,D
4026,Tom,22,81.14,B
4027,Nina,18,59.53,A
4028,Tom,18,78.19,C
4029,Nina,20,66.73,A
4030,Mike,21,52.02,D
4031,Mike,22,58.69,B
4032,Emma,24,77.63,A
4033,John,25,73.14,C
4034,Rachel,22,58.05,D
4035,Mike,21,59.89,A
4036,Nina,19,57.79,D
4037,Emma,25,61.61,A
4038,Sara,24,74.14,F
4039,Emma,24,99.21,D
4040,Rachel,19,75.8,D
4041,Sara,18,81.7,F
4042,James,21,66.06,B
4043,Emma,18,53.64,F
4044,Alice,20,81.88,F
4045,Alice,25,51.21,A
4046,Nina,20,96.47,A
4047,Tom,25,89.29,D
4048,Sara,24,80.36,A
4049,Alice,22,70.11,F
4050,Emma,22,66.75,F
4051,Tom,20,82.05,D
4052,Nina,25,95.27,D
4053,Tom,19,62.15,C
4054,Sara,18,93.06,D
4055,David,21,87.22,A
4056,David,19,52.04,D
4057,Nina,18,81.16,D
4058,Tom,25,72.56,C
4059,David,19,88.16,F
4060,Alice,21,79.99,D
4061,John,20,76.27,A
4062,John,24,82.78,F
4063,Alice,25,85.62,A
4064,Nina,24,54.12,B
4065,Nina,18,92.97,A
4066,James,22,54.53,A
4067,Mike,18,97.56,C
4068,Sara,25,86.5,C
4069,David,21,85.07,A
4070,Rachel,20,73.92,A
4071,Alice,20,64.78,A
4072,Nina,18,70.15,C
4073,Emma,25,72.78,A
4074,Alice,20,58.26,D
4075,Tom,20,78.55,C
4076,John,18,70.94,D
4077,Alice,23,59.05,F
4078,Tom,20,63.15,A
4079,Sara,22,59.91,D
4080,John,22,85.82,C
4081,Rachel,19,50.34,D
4082,James,22,79.56,F
4083,James,18,88.39,A
4084,Mike,18,51.93,B
4085,Alice,18,69.21,D
4086,John,23,75.31,C
4087,Alice,20,94.08,D
4088,Alice,21,94.57,C
4089,Tom,20,91.85,C
4090,Tom,18,96.92,C
4091,Tom,23,95.41,D
4092,Rachel,25,95.6,B
4093,Nina,24,68.73,A
4094,David,25,90.94,A
4095,David,23,68.87,D
4096,Emma,18,91.37,D
4097,Sara,24,84.31,B
4098,Sara,23,95.49,B
4099,Rachel,21,56.04,A
4100,James,20,56.73,D
4101,Mike,19,79.36,B
4102,Sara,22,84.92,A
4103,Sara,23,75.89,D
4104,David,24,63.66,B
4105,Nina,20,85.61,A
4106,Rachel,25,54.0,C
4107,Rachel,21,56.79,A
4108,Alice,24,62.09,A
4109,James,24,90.68,C
4110,Sara,25,80.31,C
4111,Alice,19,92.45,F
4112,Tom,20,87.93,F
4113,Mike,20,90.48,B
4114,Alice,22,73.98,F
4115,John,19,69.64,F
4116,Rachel,20,54.94,C
4117,Alice,21,76.95,B
4118,Alice,25,99.15,D
4119,Sara,21,64.08,C
4120,Emma,23,92.37,F
4121,Rachel,18,90.67,B
4122,Alice,19,63.97,D
4123,Tom,20,74.69,B
4124,John,24,66.36,B
4125,Mike,19,59.53,D
4126,Tom,18,62.45,B
4127,Emma,25,56.06,D
4128,David,19,92.2,B
4129,James,25,53.02,B
4130,Mike,22,56.61,D
4131,Mike,18,90.06,A
4132,Emma,25,88.75,F
4133,Tom,23,69.7,C
4134,James,20,85.09,F
4135,Sara,22,86.21,D
4136,James,20,71.77,D
4137,Rachel,18,74.89,A
4138,David,24,82.81,B
4139,Tom,21,61.22,F
4140,Emma,21,65.53,D
4141,Tom,19,63.54,C
4142,James,24,70.49,D
4143,Tom,24,77.0,F
4144,David,21,62.12,B
4145,James,25,92.26,A
4146,Mike,22,51.24,F
4147,Sara,20,80.9,B
4148,John,24,66.34,B
4149,Rachel,20,78.11,F
4150,Alice,18,72.21,C
4151,Emma,20,98.23,A
4152,James,22,59.97,F
4153,Sara,24,85.89,A
4154,Mike,20,81.41,C
4155,Mike,24,95.96,C
4156,David,21,91.3,B
4157,Rachel,19,88.46,F
4158,Tom,19,65.42,C
4159,Tom,23,56.89,A
4160,Emma,20,96.93,D
4161,Tom,23,75.43,A
4162,John,23,59.11,F
4163,Rachel,25,65.36,C
4164,John,24,64.51,C
4165,Mike,19,89.0,A
4166,David,23,65.61,F
4167,James,19,73.02,B
4168,David,22,82.44,F
4169,John,22,92.15,C
4170,Nina,21,90.42,F
4171,Sara,18,73.75,B
4172,David,21,96.87,A
4173,Sara,22,63.57,F
4174,Alice,20,73.29,D
4175,John,21,59.61,F
4176,Alice,20,56.54,F
4177,Nina,20,67.76,D
4178,Emma,19,86.74,F
4179,James,24,53.69,F
4180,David,19,89.27,D
4181,Sara,23,97.6,C
4182,Tom,20,74.97,F
4183,James,24,99.73,F
4184,Sara,20,63.36,A
4185,Alice,21,85.76,B
4186,Emma,20,87.53,F
4187,James,25,89.78,C
4188,Emma,22,90.94,C
4189,Tom,22,96.6,F
4190,Alice,22,98.42,D
4191,Tom,18,83.98,A
4192,James,23,91.69,A
4193,Sara,21,65.48,A
4194,John,21,96.47,C
4195,Sara,24,78.77,A
4196,James,20,75.72,B
4197,James,21,80.33,B
4198,David,20,80.48,D
4199,David,23,59.44,D
4200,Mike,18,52.58,A
4201,Emma,21,64.09,F
4202,Mike,20,54.34,D
4203,Nina,21,67.52,F
4204,Tom,24,94.44,B
4205,Nina,23,64.22,A
4206,Nina,22,57.05,A
4207,James,22,50.06,F
4208,David,24,76.72,C
4209,Tom,25,92.36,F
4210,Nina,25,97.52,A
4211,Tom,19,83.11,C
4212,Alice,18,53.53,B
4213,Alice,23,74.7,A
4214,Emma,21,83.23,A
4215,James,23,78.84,F
4216,David,23,88.85,D
4217,David,22,56.86,A
4218,Mike,21,77.69,C
4219,Emma,23,65.71,F
4220,Mike,21,64.78,D
4221,John,21,74.27,A
4222,Tom,24,92.43,A
4223,Alice,20,92.4,D
4224,Tom,20,51.26,A
4225,Sara,19,55.38,D
4226,Rachel,22,71.88,D
4227,Rachel,20,69.67,D
4228,Sara,21,64.33,A
4229,Nina,25,80.7,C
4230,Alice,21,82.88,C
4231,David,25,89.8,A
4232,Alice,24,73.15,D
4233,Emma,22,57.03,D
4234,Nina,25,66.15,C
4235,Sara,19,82.36,F
4236,Nina,20,64.9,B
4237,Rachel,22,93.3,C
4238,Tom,19,54.68,C
4239,David,24,51.6,A
4240,Tom,21,79.7,B
4241,Alice,21,85.83,F
4242,John,23,77.0,C
4243,David,23,86.79,C
4244,Alice,25,59.08,F
4245,Tom,24,79.59,A
4246,David,22,91.91,B
4247,Nina,25,95.4,A
4248,David,18,91.22,C
4249,James,23,80.11,C
4250,David,23,86.64,B
4251,Emma,18,65.41,A
4252,Sara,19,65.9,C
4253,Alice,23,90.34,A
4254,Nina,25,64.75,A
4255,Alice,19,68.13,A
4256,Mike,23,82.8,D
4257,David,23,53.98,F
4258,Emma,20,77.59,A
4259,Alice,21,91.78,A
4260,Nina,21,89.16,C
4261,Tom,22,90.97,A
4262,Mike,19,50.14,B
4263,David,22,70.57,F
4264,John,18,65.95,F
4265,Alice,25,73.52,F
4266,John,22,58.05,C
4267,Emma,24,93.9,F
4268,Rachel,19,69.74,D
4269,David,24,58.49,A
4270,James,22,83.6,A
4271,James,22,75.85,C
4272,James,25,89.99,D
4273,Tom,22,61.33,F
4274,Alice,23,50.26,D
4275,Emma,25,79.87,D
4276,Rachel,23,69.36,A
4277,Emma,23,94.17,B
4278,Alice,21,86.46,C
4279,Mike,18,91.61,F
4280,Nina,20,99.1,C
4281,Nina,19,79.23,A
4282,Emma,19,72.6,B
4283,Sara,25,60.93,D
4284,Alice,19,82.47,D
4285,Rachel,20,76.11,F
4286,Emma,20,80.06,D
4287,John,20,87.7,C
4288,Rachel,18,54.83,C
4289,David,22,55.48,D
4290,Nina,20,56.47,B
4291,Mike,24,69.24,A
4292,Mike,25,56.75,C
4293,James,19,63.43,D
4294,Mike,18,82.36,D
4295,Sara,21,55.79,A
4296,Nina,21,50.86,C
4297,Rachel,25,93.02,C
4298,Mike,22,54.61,A
4299,Rachel,25,95.28,D
4300,Nina,21,97.2,D
4301,Sara,25,93.03,B
4302,Tom,21,82.18,D
4303,Sara,21,70.72,F
4304,John,21,87.98,B
4305,James,24,81.8,B
4306,David,22,60.76,F
4307,Sara,23,70.84,A
4308,Rachel,19,74.43,C
4309,James,25,59.92,A
4310,Sara,19,62.99,B
4311,Tom,19,59.3,C
4312,Rachel,19,60.12,D
4313,Rachel,21,70.3,D
4314,Rachel,18,60.92,C
4315,Mike,22,66.85,F
4316,David,22,89.64,C
4317,John,18,76.89,C
4318,Sara,25,61.4,F
4319,David,24,64.63,A
4320,Nina,23,80.93,C
4321,Tom,20,79.02,F
4322,John,24,76.63,D
4323,Nina,20,67.33,F
4324,John,22,53.93,C
4325,Nina,21,74.66,C
4326,Sara,21,79.47,F
4327,Tom,25,96.75,C
4328,James,23,89.47,C
4329,Nina,24,58.25,A
4330,Sara,18,57.11,B
4331,Alice,25,63.3,B
4332,Alice,23,62.82,F
4333,Tom,24,88.37,D
4334,Alice,19,61.06,C
4335,Alice,23,99.23,F
4336,Mike,21,87.25,D
4337,David,20,87.4,D
4338,David,22,89.04,C
4339,Mike,23,53.99,A
4340,Emma,25,63.6,D
4341,Alice,23,75.57,A
4342,Rachel,21,85.07,B
4343,David,20,54.66,F
4344,David,21,52.79,F
4345,Sara,19,54.41,A
4346,John,18,71.47,B
4347,Tom,21,90.88,A
4348,Alice,22,96.48,B
4349,Sara,20,66.9,F
4350,Emma,18,55.15,D
4351,Emma,19,67.23,D
4352,Mike,21,59.85,D
4353,James,21,97.64,D
4354,Rachel,23,95.39,C
4355,John,20,68.11,A
4356,Sara,25,58.55,D
4357,Sara,24,56.84,B
4358,Alice,23,90.62,B
4359,Sara,24,54.5,F
4360,Tom,23,95.17,A
4361,John,21,77.71,D
4362,Emma,24,62.71,B
4363,Sara,23,96.44,C
4364,Alice,20,87.01,F
4365,Sara,20,73.14,D
4366,John,21,64.29,D
4367,Emma,19,67.9,D
4368,Tom,18,61.95,C
4369,Tom,20,51.75,D
4370,Rachel,24,89.94,F
4371,Alice,19,62.05,B
4372,Rachel,21,55.66,A
4373,Tom,24,69.68,A
4374,Rachel,18,58.6,B
4375,Emma,23,56.05,B
4376,Rachel,22,75.52,B
4377,James,23,63.73,A
4378,Tom,25,53.3,F
4379,John,23,93.36,C
4380,Tom,18,61.96,C
4381,John,25,63.17,A
4382,Tom,20,66.61,A
4383,Sara,22,54.75,A
4384,Emma,22,97.45,D
4385,Emma,21,87.61,D
4386,David,22,89.9,A
4387,Nina,24,91.07,D
4388,Alice,21,66.07,F
4389,Emma,20,51.34,C
4390,Rachel,20,67.67,A
4391,David,20,50.13,D
4392,David,23,62.15,C
4393,Emma,22,81.3,F
4394,Emma,22,61.08,B
4395,Tom,21,85.78,A
4396,John,19,66.94,A
4397,Sara,24,66.78,D
4398,Emma,20,64.99,F
4399,Sara,22,96.98,A
4400,Emma,18,67.0,A
4401,Tom,18,75.73,B
4402,John,25,72.33,C
4403,Mike,24,74.17,A
4404,Sara,23,58.9,B
4405,Emma,23,61.78,A
4406,Alice,21,58.31,A
4407,Alice,20,73.99,B
4408,Nina,20,54.49,F
4409,Alice,25,95.82,C
4410,Alice,24,59.06,D
4411,Sara,23,93.48,C
4412,Alice,21,82.23,F
4413,Sara,19,71.41,B
4414,John,20,72.84,F
4415,Alice,24,85.66,D
4416,David,24,76.6,D
4417,Mike,24,65.2,D
4418,Tom,19,99.47,C
4419,Rachel,25,55.68,F
4420,Sara,21,83.23,B
4421,Sara,19,51.25,B
4422,James,22,54.73,A
4423,Tom,18,85.65,F
4424,Tom,19,71.43,A
4425,John,22,68.43,B
4426,Nina,25,90.66,A
4427,Nina,19,85.1,D
4428,Emma,22,86.3,B
4429,Tom,18,89.0,C
4430,Tom,19,77.11,C
4431,John,18,72.99,D
4432,David,22,71.74,A
4433,Alice,18,97.72,A
4434,Rachel,25,61.21,C
4435,Sara,19,98.12,A
4436,Tom,19,51.16,C
4437,James,25,60.34,F
4438,Nina,21,98.99,A
4439,Sara,19,56.88,B
4440,Emma,18,65.5,D
4441,John,19,96.99,A
4442,Alice,23,88.53,A
4443,Rachel,21,69.53,F
4444,Nina,23,86.76,D
4445,John,24,67.75,D
4446,Mike,23,54.79,C
4447,Alice,23,60.55,F
4448,Alice,21,94.97,C
4449,Alice,20,64.9,C
4450,James,22,82.18,B
4451,David,20,50.01,A
4452,Nina,20,59.79,D
4453,Tom,22,51.81,C
4454,Tom,22,59.65,C
4455,John,23,65.38,A
4456,Nina,25,78.91,A
4457,Alice,18,97.16,B
4458,John,22,51.6,C
4459,Alice,22,55.95,D
4460,Emma,20,57.56,C
4461,Alice,21,58.56,A
4462,Nina,21,52.23,F
4463,Emma,23,60.69,D
4464,Sara,21,91.89,F
4465,John,25,73.11,C
4466,Mike,24,93.22,F
4467,David,23,51.37,F
4468,Mike,24,94.44,C
4469,Rachel,19,70.09,A
4470,Mike,23,51.99,D
4471,Alice,20,72.6,A
4472,John,25,56.0,C
4473,Mike,25,77.25,F
4474,David,21,72.46,B
4475,Alice,25,58.77,C
4476,Sara,22,97.2,C
4477,David,24,89.58,B
4478,Tom,24,78.55,B
4479,Nina,24,91.52,C
4480,Emma,21,70.92,D
4481,David,25,78.55,F
4482,Sara,20,94.83,F
4483,David,23,63.75,C
4484,Tom,19,50.18,C
4485,John,18,57.58,A
4486,Nina,20,95.04,A
4487,Mike,19,56.33,C
4488,Rachel,19,95.59,B
4489,James,25,54.4,C
4490,Sara,19,94.8,D
4491,Emma,20,60.71,B
4492,David,19,82.35,C
4493,Alice,25,79.14,C
4494,John,18,64.28,A
4495,John,23,60.78,F
4496,Alice,20,94.52,C
4497,Rachel,21,58.66,A
4498,Rachel,19,56.61,F
4499,Mike,25,86.69,F
4500,James,23,51.57,A
4501,Sara,20,63.29,F
4502,David,24,94.8,A
4503,Emma,20,56.74,C
4504,Sara,24,75.54,C
4505,Alice,25,87.56,F
4506,Alice,18,79.34,B
4507,Emma,21,51.27,F
4508,Rachel,24,66.17,F
4509,James,22,62.74,B
4510,James,22,77.86,A
4511,Rachel,22,89.93,C
4512,Rachel,24,79.19,A
4513,Nina,25,91.56,D
4514,David,18,88.71,A
4515,Emma,19,82.41,F
4516,John,18,80.96,B
4517,Tom,21,69.32,C
4518,Rachel,18,84.51,F
4519,Emma,25,86.16,B
4520,Tom,19,57.55,C
4521,Alice,18,72.76,F
4522,Sara,19,80.44,B
4523,David,20,55.92,D
4524,James,23,53.83,B
4525,David,22,92.6,F
4526,Alice,18,99.29,F
4527,John,19,57.38,A
4528,Alice,25,78.25,A
4529,James,18,66.13,B
4530,Sara,22,92.35,F
4531,Mike,22,82.4,A
4532,Nina,24,96.23,C
4533,Nina,24,73.84,C
4534,Mike,24,79.15,C
4535,Emma,22,58.74,C
4536,Alice,24,53.09,D
4537,Emma,25,51.16,C
4538,Rachel,23,88.31,F
4539,Rachel,18,70.81,A
4540,James,23,79.03,B
4541,Tom,21,66.56,C
4542,Tom,21,93.54,B
4543,Alice,20,88.99,F
4544,David,21,91.05,D
4545,Sara,24,68.76,B
4546,Sara,25,92.16,C
4547,James,21,58.15,C
4548,Emma,20,91.47,D
4549,David,18,91.99,C
4550,Tom,25,54.9,F
4551,Nina,22,64.31,D
4552,Emma,22,76.72,C
4553,Emma,18,93.92,F
4554,David,23,52.09,B
4555,Tom,18,61.66,F
4556,Sara,21,77.62,C
4557,Rachel,22,74.89,F
4558,Mike,18,75.21,F
4559,Nina,18,63.39,D
4560,Rachel,23,89.04,F
4561,James,21,66.63,F
4562,Rachel,19,76.84,F
4563,Mike,23,99.88,A
4564,Alice,20,70.17,F
4565,Mike,22,92.6,F
4566,Tom,19,87.2,A
4567,David,22,93.14,C
4568,David,23,77.04,D
4569,Alice,20,52.89,B
4570,Sara,25,74.81,D
4571,James,23,62.18,F
4572,David,23,90.2,C
4573,John,23,50.27,B
4574,Nina,24,50.38,A
4575,Sara,24,72.15,A
4576,Nina,19,76.74,C
4577,John,20,50.46,B
4578,Tom,22,91.54,A
4579,Mike,25,86.05,B
4580,Tom,21,68.09,A
4581,Tom,24,84.48,B
4582,Alice,21,68.37,D
4583,John,21,79.24,B
4584,Alice,25,72.72,C
4585,Alice,20,50.17,B
4586,Alice,19,52.46,D
4587,John,25,97.99,F
4588,Tom,25,69.08,C
4589,Emma,24,97.39,B
4590,Tom,19,78.43,A
4591,Mike,24,69.08,D
4592,David,24,56.16,C
4593,Sara,19,57.64,F
4594,Rachel,18,70.31,F
4595,Tom,22,60.64,D
4596,John,21,88.18,C
4597,David,20,72.4,C
4598,Rachel,21,87.31,B
4599,Tom,25,76.63,B
4600,Rachel,25,75.83,B
4601,Mike,23,89.89,D
4602,Alice,23,80.81,D
4603,Rachel,22,76.35,B
4604,James,25,65.95,A
4605,Rachel,18,61.85,A
4606,Mike,22,99.52,B
4607,James,23,75.7,B
4608,Alice,21,85.78,A
4609,John,21,63.4,C
4610,Tom,20,59.38,A
4611,John,24,94.79,A
4612,Mike,22,97.54,C
4613,James,22,83.31,F
4614,Emma,24,69.12,C
4615,Rachel,22,89.49,A
4616,Emma,18,68.85,A
4617,Alice,19,70.13,D
4618,Tom,24,89.75,F
4619,James,21,72.49,A
4620,Emma,23,73.3,D
4621,Tom,19,53.78,D
4622,John,21,84.99,D
4623,Mike,21,66.59,C
4624,Alice,23,64.95,D
4625,Tom,24,65.79,B
4626,Emma,25,81.17,D
4627,Rachel,21,67.03,A
4628,Mike,21,77.88,F
4629,John,21,69.85,A
4630,Sara,23,51.32,C
4631,David,18,55.38,F
4632,Sara,18,75.09,B
4633,Tom,22,55.9,B
4634,John,20,61.88,D
4635,John,20,54.99,D
4636,Alice,22,94.34,D
4637,Nina,24,96.28,B
4638,Tom,21,87.77,C
4639,Rachel,23,61.26,D
4640,Sara,25,65.23,D
4641,Nina,22,96.68,A
4642,Sara,19,81.24,C
4643,John,25,81.67,F
4644,Tom,25,50.05,C
4645,James,22,63.75,C
4646,Alice,22,64.88,D
4647,David,21,77.94,D
4648,David,18,91.16,F
4649,Tom,23,75.41,C
4650,Sara,23,98.08,D
4651,James,20,95.29,D
4652,Emma,22,97.76,C
4653,Nina,25,52.41,C
4654,David,21,88.94,B
4655,David,25,84.28,A
4656,David,19,81.9,D
4657,Nina,18,65.33,A
4658,David,22,83.02,C
4659,James,25,70.02,A
4660,Nina,25,97.76,F
4661,Emma,23,60.03,B
4662,Nina,23,75.91,B
4663,Alice,24,65.55,A
4664,Sara,20,84.18,F
4665,James,20,98.42,B
4666,Sara,18,69.67,A
4667,Tom,22,99.84,C
4668,John,19,65.42,B
4669,Nina,25,55.76,B
4670,Emma,21,78.75,F
4671,Rachel,25,61.69,A
4672,John,19,85.04,A
4673,Mike,20,65.55,B
4674,Tom,19,63.91,B
4675,Sara,20,74.32,F
4676,James,23,80.64,A
4677,David,24,80.88,C
4678,Mike,25,90.37,A
4679,David,18,82.65,D
4680,Mike,23,70.25,F
4681,Tom,24,67.13,D
4682,David,22,63.15,D
4683,Mike,18,74.29,B
4684,John,25,88.38,D
4685,James,24,50.97,F
4686,David,21,82.4,B
4687,Sara,19,51.32,D
4688,John,21,81.64,B
4689,James,21,95.39,C
4690,Emma,24,62.46,A
4691,Tom,22,96.95,F
4692,Sara,21,61.24,B
4693,Alice,25,79.87,D
4694,Sara,22,58.08,C
4695,Nina,21,67.49,C
4696,John,24,64.73,B
4697,Sara,25,91.5,F
4698,David,18,60.29,F
4699,Tom,22,58.03,F
4700,Rachel,23,82.97,A
4701,Rachel,20,73.14,D
4702,Rachel,23,89.93,D
4703,Nina,25,57.63,B
4704,John,21,56.51,A
4705,James,22,83.11,F
4706,Tom,24,59.69,B
4707,Sara,18,54.49,B
4708,Alice,19,76.7,A
4709,David,24,91.48,C
4710,Sara,22,67.47,A
4711,James,23,68.69,D
4712,Rachel,25,92.06,C
4713,Sara,23,82.12,B
4714,Sara,24,54.15,D
4715,Mike,25,78.12,C
4716,Tom,20,83.09,C
4717,Rachel,22,88.33,D
4718,David,18,85.99,F
4719,Rachel,19,52.39,B
4720,Sara,24,68.66,C
4721,Sara,18,63.19,A
4722,Nina,22,80.21,A
4723,Tom,21,53.84,D
4724,David,24,80.15,F
4725,Sara,18,91.73,C
4726,Nina,22,65.31,D
4727,David,21,80.51,F
4728,Mike,18,73.94,B
4729,Rachel,24,67.05,B
4730,Nina,20,94.07,C
4731,Mike,18,69.87,A
4732,Alice,22,92.93,F
4733,Emma,23,62.44,C
4734,James,19,56.0,C
4735,Emma,21,98.19,B
4736,Nina,22,71.96,F
4737,James,21,53.45,B
4738,Alice,18,68.69,B
4739,Alice,19,92.16,A
4740,Emma,21,86.31,C
4741,John,21,61.55,F
4742,Rachel,21,80.9,D
4743,Emma,22,72.2,F
4744,Alice,19,70.63,D
4745,James,20,97.89,D
4746,John,25,99.02,F
4747,Sara,18,89.72,D
4748,Emma,23,51.74,F
4749,Mike,24,92.76,C
4750,Nina,24,57.62,A
4751,David,23,78.16,B
4752,Tom,23,58.67,F
4753,Mike,25,91.51,C
4754,Alice,21,66.58,A
4755,Tom,24,62.39,A
4756,John,20,79.39,D
4757,Alice,19,58.48,F
4758,Mike,24,91.89,F
4759,Sara,21,58.04,A
4760,Nina,19,50.32,B
4761,David,20,99.44,F
4762,Sara,18,65.87,F
4763,Rachel,25,76.87,F
4764,Mike,23,88.73,C
4765,David,25,80.51,C
4766,James,20,70.19,F
4767,John,19,57.18,F
4768,Tom,23,94.05,F
4769,John,19,91.71,F
4770,John,20,53.91,B
4771,David,24,63.01,C
4772,Nina,25,51.35,A
4773,John,18,64.94,D
4774,Emma,24,60.65,C
4775,Alice,19,90.25,F
4776,Nina,22,72.87,B
4777,Sara,23,82.5,F
4778,Alice,21,66.21,B
4779,John,19,65.87,D
4780,Emma,18,93.08,D
4781,John,21,95.64,B
4782,Sara,22,91.02,B
4783,Mike,20,69.42,D
4784,Mike,24,89.11,C
4785,Sara,25,59.77,F
4786,Emma,25,56.64,B
4787,Alice,19,68.57,B
4788,Sara,21,53.48,C
4789,John,19,67.78,D
4790,Mike,23,76.46,F
4791,Emma,18,85.21,C
4792,Nina,21,64.32,B
4793,Emma,18,97.21,C
4794,Rachel,21,87.63,C
4795,Nina,20,99.05,C
4796,Tom,21,54.24,A
4797,James,21,86.28,A
4798,Sara,18,84.53,A
4799,Mike,24,85.7,D
4800,Emma,22,94.13,A
4801,Alice,22,89.84,B
4802,Emma,19,92.44,B
4803,Mike,23,80.15,B
4804,James,20,83.2,D
4805,Mike,23,69.14,C
4806,Nina,22,57.79,D
4807,Emma,22,79.08,C
4808,David,20,70.17,B
4809,Alice,18,66.1,C
4810,Alice,18,88.65,F
4811,Tom,25,99.07,F
4812,Tom,21,56.61,C
4813,Emma,23,97.62,F
4814,Tom,24,94.38,C
4815,David,19,57.79,F
4816,Tom,22,55.45,F
4817,Alice,24,85.79,F
4818,Alice,25,72.8,F
4819,David,20,65.1,C
4820,David,25,79.09,D
4821,Alice,24,61.94,F
4822,James,25,94.86,F
4823,Rachel,25,73.47,F
4824,Nina,18,54.63,D
4825,John,21,58.42,F
4826,Tom,20,74.48,D
4827,Tom,18,99.19,A
4828,Emma,19,91.62,C
4829,Tom,24,83.58,C
4830,Nina,19,53.09,A
4831,Rachel,24,62.53,D
4832,Emma,19,91.62,C
4833,David,21,77.0,D
4834,John,18,72.18,A
4835,James,18,84.55,C
4836,Sara,19,84.85,B
4837,Emma,18,84.67,D
4838,Mike,23,87.22,A
4839,Nina,25,66.32,C
4840,Rachel,21,64.45,C
4841,Rachel,19,70.39,A
4842,David,24,68.23,F
4843,John,25,92.15,F
4844,John,19,96.53,B
4845,Nina,25,51.79,F
4846,Nina,20,90.3,C
4847,David,19,67.09,B
4848,John,20,67.67,D
4849,Emma,19,98.36,C
4850,Nina,23,50.87,A
4851,James,22,87.16,D
4852,Tom,21,52.23,A
4853,Alice,20,65.35,B
4854,Alice,19,76.45,C
4855,Nina,22,59.8,D
4856,John,23,74.73,B
4857,Mike,22,90.46,A
4858,Alice,21,92.48,D
4859,Emma,18,91.11,A
4860,John,23,63.28,B
4861,Emma,18,68.41,F
4862,David,18,58.91,A
4863,Alice,18,82.3,A
4864,Emma,19,68.26,F
4865,Nina,18,82.12,B
4866,Emma,18,55.26,F
4867,Rachel,21,58.33,D
4868,Emma,21,60.62,C
4869,James,21,85.0,C
4870,Alice,19,72.47,F
4871,Sara,21,66.3,F
4872,Emma,24,56.36,D
4873,Mike,18,77.89,A
4874,Nina,21,72.07,A
4875,John,19,59.17,F
4876,David,23,52.38,D
4877,James,20,59.37,A
4878,Nina,21,69.9,F
4879,Emma,21,79.15,A
4880,Nina,19,84.2,C
4881,Tom,21,76.62,A
4882,John,20,63.59,D
4883,James,23,53.11,B
4884,James,23,94.61,D
4885,John,21,76.61,F
4886,Emma,19,73.17,A
4887,David,24,67.88,B
